/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0246.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0058.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0525.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0583.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0793.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0052.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0659.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0715.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0399.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0117.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0458.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0821.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0513.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0283.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0081.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0534.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0677.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0483.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0222.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0786.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0490.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0488.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0062.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0406.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0556.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0421.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0618.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0197.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0794.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0078.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0426.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0613.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0452.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0292.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0493.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0244.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0696.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0398.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0536.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0607.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0594.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0610.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0456.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0046.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0372.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0646.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0142.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0621.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0574.wav	noise
/home/usuaris/scratch/speaker_databases/RIRS_NOISES/pointsource_noises/noise-free-sound-0518.wav	noise
